Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Feature_65	Feature_66	Feature_67	Feature_68	Feature_69	Feature_70	Feature_71	Feature_72	Feature_73	Feature_74	Feature_75	Feature_76	Feature_77	Feature_78	Feature_79	Feature_80	Feature_81	Feature_82	Feature_83	Feature_84	Feature_85	Feature_86	Feature_87	Feature_88	Feature_89	Feature_90	Feature_91	Feature_92	Feature_93	Feature_94	Feature_95	Feature_96	Feature_97	Feature_98	Feature_99	Feature_100	Feature_101	Feature_102	Feature_103	Feature_104	Feature_105	Feature_106	Feature_107	Feature_108	Feature_109	Feature_110	Feature_111	Feature_112	Feature_113	Feature_114	Feature_115	Feature_116	Feature_117	Feature_118	Feature_119	Feature_120	Feature_121	Feature_122	Feature_123	Feature_124	Feature_125	Feature_126	Feature_127	Feature_128	Family_label	Cluster_id
3RKF_C:7-10_30-37	0.911275	0.778104	0.575627	2.046212	0.070723	-0.016075	-0.008546	0.61671	-0.030114	2.144847	0.284376	-0.008869	-0.009644	-0.014101	-0.006999	-0.016656	-0.005752	1.236322	-0.000135	0.896197	0.109772	0.401947	-0.006064	-0.004631	-0.006135	-0.011848	-0.00811	2.270069	-0.004725	-0.003639	0.69729	0.274782	-0.008887	-0.010096	-0.015232	-0.00176	0.018463	1.18795	0.539582	2.754722	-0.005595	0.015198	2.428457	-0.006092	-0.003984	-0.008091	-0.015265	-0.007011	-0.007852	-0.005315	0.079431	-0.009165	-0.013288	0.41446	0.411973	0.110958	0.830671	-0.0166	-0.002127	-0.016378	-0.000861	1.642051	0.044975	0.216476	1.509362	-0.004447	0.704208	0.557555	1.187919	1.994467	0.212104	-0.013146	0.068067	-0.002451	0.57259	-0.013216	2.947205	1.102183	-0.001739	1.023875	-0.005564	0.363923	-0.000518	-0.01624	0.60955	-0.004211	0.563183	-0.000687	0.918239	-0.010857	0.127916	-0.004495	0.646119	-0.009045	-0.004468	-0.002008	-0.001923	-0.004878	0.852242	-0.017165	-0.000997	0.994831	-0.015302	-0.003834	-0.002425	-0.009358	3.096127	-0.005361	-0.0102	1.24083	-0.002621	0.233908	-0.013385	0.50542	-0.006029	-0.003791	-0.002211	0.51185	0.371204	-0.003321	1.571632	-0.003715	-0.021921	3.02038	0.327861	1.581229	-0.000978	-0.008286	IL	265
5OPT_E:436-438_453-455	-0.022384	0.380807	0.387793	-0.059987	-0.017476	0.312601	2.538285	-0.008985	1.501095	-0.036286	0.4885	-0.007354	0.682549	0.475001	-0.003292	0.094576	0.219799	-0.019769	-0.038297	-0.016133	0.327379	0.653008	1.096529	0.003763	-0.007258	0.567684	-0.00656	-0.054825	-0.023702	-0.005847	0.029053	0.895716	1.249744	2.794418	-0.011014	-0.008687	0.281307	-0.047591	-0.005044	-0.051485	4.190462	-0.001132	-0.075294	2.030693	2.103758	1.112775	2.656936	1.180926	-0.017926	-0.026897	1.883218	1.573438	1.498369	0.958163	0.911904	-0.012913	-0.005135	0.855333	3.524387	0.997215	0.096122	-0.001413	-0.007864	0.764716	-0.029369	1.092157	1.302612	1.913558	-0.024279	-0.012068	1.034705	-0.029152	-0.010063	-0.00022	-0.010324	5.732883	-0.021799	-0.014075	0.241214	0.267625	-0.009441	1.356667	-0.025425	1.878729	2.875634	0.755848	-0.014927	-0.004275	-0.022672	1.427287	-0.004861	1.423561	-0.018627	2.147666	-0.002015	5.256589	1.796049	0.298458	-0.013349	3.193515	-0.01844	-0.021945	0.524179	-0.006034	1.811174	3.953372	-0.041509	-0.026135	-0.003211	0.25656	2.85874	2.317889	1.123092	-0.00936	0.053338	-0.023058	-0.016205	-0.013381	-0.010472	1.489352	-0.024811	-0.001818	5.487667	-0.07424	-0.013807	-0.023808	-0.030357	-0.004579	IL	7
6AZ1_1:405-407_418-423	0.1985	0.24613	0.880554	-0.046518	-0.018374	0.965917	1.020743	-0.005359	2.76464	-0.020161	-0.011069	0.372852	0.690683	2.008557	-0.003601	0.096027	0.205198	-0.012348	-0.024935	0.144973	0.647969	-0.001081	0.705665	1.770037	-0.013056	0.01604	0.319957	-0.024562	-0.020193	-0.005216	1.094394	1.832158	0.747152	1.201297	-0.001043	-0.013348	0.607955	-0.025105	-0.004924	-0.038201	2.559371	-0.001963	-0.042715	1.160373	-0.004878	1.718589	0.302253	-0.000291	-0.007264	-0.019281	0.920482	-0.000015	1.179644	-0.003807	1.314845	-0.008063	-0.007292	1.363144	0.904479	0.506991	0.738074	-0.013183	-0.010944	0.688918	-0.001219	-0.007429	-0.005549	1.657128	-0.018282	0.263588	0.440377	-0.011716	-0.001018	-0.016295	-0.00228	4.126589	-0.013206	-0.005025	0.710741	0.041997	-0.015247	1.048282	-0.01427	0.392095	1.341714	-0.002953	-0.007259	-0.009651	-0.008768	0.544102	0.052787	0.076817	-0.011431	1.144781	-0.00482	1.921821	2.760377	1.245016	-0.005787	1.470017	0.817117	-0.014376	1.263319	-0.000034	-0.000696	2.240525	-0.022047	-0.012609	-0.003584	-0.017709	3.140834	1.809026	2.168827	0.855567	-0.002621	-0.013169	-0.006727	-0.020612	-0.018159	-0.000559	-0.020032	-0.001404	3.426852	-0.048601	0.426024	-0.021192	-0.01202	-0.006219	IL	97
6AZ3_1:1047-1052_1094-1097	-0.011874	0.057097	0.705313	-0.025945	0.270909	0.57106	-0.004426	-0.004791	0.269537	-0.006715	-0.023208	0.089824	0.318167	0.325774	2.615174	1.493954	-0.021575	-0.002337	0.575451	-0.007142	0.075954	-0.017217	0.597759	1.725963	1.349265	1.537972	1.134861	-0.015386	-0.004906	-0.005546	-0.005683	1.284702	0.295022	0.46693	-0.009989	1.320386	-0.016683	-0.021647	-0.008498	-0.040972	1.623379	-0.003544	-0.003399	2.004799	1.191377	-0.002062	1.655942	0.892236	-0.005745	1.249115	2.161746	-0.020235	0.014295	0.577521	0.528607	-0.014467	0.46702	1.61313	-0.018579	-0.020712	-0.009964	-0.004207	-0.019859	1.36443	2.621978	0.278888	-0.000797	-0.031943	0.063918	-0.008243	-0.00282	-0.003148	-0.012463	0.698844	-0.004509	-0.002835	-0.002025	-0.026677	1.314822	-0.003216	1.499686	1.114327	0.683234	2.785387	-0.021824	-0.000539	1.744846	1.199152	-0.003206	0.337019	-0.001759	-0.007147	-0.001222	0.622561	-0.00897	1.024491	0.412202	0.001054	-0.013669	-0.000493	0.915997	-0.015342	0.035688	-0.013894	1.114551	0.115069	-0.018549	1.53839	-0.021289	0.734705	-0.010036	0.366251	-0.005453	-0.009079	-0.008014	1.301236	-0.009214	1.960733	-0.004923	-0.002665	0.47949	-0.004841	2.428009	-0.006882	-0.012492	-0.010584	2.068237	1.925794	IL	182
6ERI_BA:212-217_247-254	0.6396	0.617831	-0.004811	3.252933	-0.01012	-0.00235	-0.001358	-0.006241	2.044641	-0.003965	0.367004	2.02504	-0.007403	0.065137	-0.009691	-0.008863	1.397971	0.742291	0.13495	-0.003079	-0.013313	2.425186	0.371551	-0.016945	-0.012584	-0.012127	-0.010714	2.586048	1.385571	-0.005219	0.228079	-0.003318	0.133561	-0.006172	0.159668	0.525459	0.114279	1.272747	0.436966	3.204353	-0.037853	0.802961	2.050629	-0.015369	-0.002276	0.278058	-0.011956	-0.009159	1.488382	0.958255	-0.019443	0.581855	0.079008	0.191886	-0.001511	-0.000479	-0.000103	-0.008657	1.048383	0.242652	0.272901	0.666551	1.437573	-0.01241	1.437546	1.811468	-0.004877	1.801365	1.38624	1.385852	1.006251	0.448481	0.381622	-0.003443	0.336861	-0.015876	-0.006717	0.094394	0.374363	1.120787	-0.01387	0.547969	1.466584	-0.000204	0.872324	1.624409	-0.010768	0.063067	0.434241	0.540664	1.892343	0.329565	1.567567	-0.007597	0.596842	-0.004001	0.580353	-0.001908	-0.002605	-0.018701	0.731897	0.212789	-0.001175	-0.003384	0.092161	1.102876	2.909172	-0.011219	1.550036	-0.000131	0.929033	-0.001966	0.304314	1.037168	-0.00467	0.893137	0.051978	-0.005872	-0.00745	-0.009576	1.044404	0.410032	1.620359	-0.003416	0.815856	1.37897	-0.004916	0.686559	IL	305
6AZ3_2:80-83_580-581	-0.022384	0.380806	0.387793	-0.059987	-0.017476	0.312601	2.538285	-0.008985	1.501095	-0.036286	0.4885	-0.007354	0.682549	0.475001	-0.003292	0.094576	0.2198	-0.019769	-0.038297	-0.016133	0.327378	0.653008	1.096529	0.003762	-0.007258	0.567684	-0.00656	-0.054825	-0.023702	-0.005847	0.029053	0.895715	1.249745	2.794419	-0.011014	-0.008687	0.281307	-0.047591	-0.005044	-0.051485	4.190462	-0.001132	-0.075294	2.030693	2.103758	1.112775	2.656937	1.180926	-0.017926	-0.026897	1.883217	1.573438	1.49837	0.958163	0.911904	-0.012913	-0.005135	0.855333	3.524387	0.997215	0.096122	-0.001413	-0.007864	0.764716	-0.029369	1.092158	1.302612	1.913558	-0.024279	-0.012068	1.034705	-0.029152	-0.010063	-0.00022	-0.010324	5.732883	-0.021799	-0.014075	0.241214	0.267625	-0.009441	1.356666	-0.025425	1.878729	2.875634	0.755847	-0.014927	-0.004275	-0.022672	1.427287	-0.004861	1.423561	-0.018627	2.147666	-0.002015	5.256589	1.796049	0.298458	-0.013349	3.193516	-0.01844	-0.021945	0.524178	-0.006034	1.811173	3.953373	-0.041509	-0.026135	-0.003211	0.25656	2.85874	2.317889	1.123092	-0.00936	0.053338	-0.023058	-0.016205	-0.013381	-0.010472	1.489352	-0.024811	-0.001818	5.487667	-0.07424	-0.013807	-0.023808	-0.030357	-0.004579	IL	7
5O60_A:186-191_200-206	0.315058	0.344323	-0.018069	3.773215	0.738243	-0.001751	-0.007302	-0.011784	2.083213	-0.009191	0.069221	1.337835	-0.005614	0.74049	-0.012264	-0.004644	2.251182	-0.016109	-0.004688	-0.017529	-0.024586	2.484827	-0.008035	-0.012072	-0.009886	-0.015402	-0.010978	3.223472	1.276502	-0.013537	0.264871	0.050228	1.086495	-0.001148	-0.00248	0.037409	-0.00621	1.093795	0.162356	3.230696	-0.034364	0.088109	1.150987	-0.019415	-0.013091	0.161871	-0.004181	-0.016321	1.703192	1.105755	-0.021594	0.613796	-0.008376	-0.011337	0.218433	-0.006763	1.637234	-0.011348	1.157359	1.067242	-0.001076	-0.012448	1.4269	-0.023658	-0.000347	-0.00994	-0.008002	1.551229	0.705579	2.290276	-0.000178	1.648108	0.218462	-0.007288	0.231721	-0.007181	-0.015144	-0.005913	0.065153	1.708889	-0.020173	-0.007291	1.078139	-0.004806	-0.00898	1.031506	-0.007448	-0.007702	-0.009091	0.31174	1.077646	-0.004295	1.593405	-0.010705	-0.000835	0.72422	0.435282	-0.008282	0.175718	-0.00735	1.227106	-0.003357	0.603911	0.617663	-0.003597	1.294949	2.362228	-0.012647	2.033415	-0.017245	1.413374	-0.004501	-0.001279	0.869803	-0.004525	-0.010181	0.273849	-0.00306	-0.009037	-0.009932	0.516055	0.300288	2.257426	-0.006794	0.972735	0.697404	-0.003768	0.210678	IL	89
5GAH_1:37-42_65-67	-0.012248	-0.013653	-0.01552	-0.01939	-0.008354	-0.008255	1.800229	-0.006752	-0.030309	-0.023126	1.132293	-0.001104	1.234502	0.147327	2.552691	-0.014913	-0.015994	-0.010775	-0.019512	-0.008145	0.354039	-0.007292	-0.024426	-0.011521	2.23217	-0.008266	-0.013447	-0.03527	-0.00811	-0.011064	-0.020961	-0.037656	-0.004834	1.891462	0.307119	1.724298	-0.000067	-0.019254	-0.017375	-0.035349	4.720985	-0.015568	-0.027839	2.56857	5.984491	-0.019706	2.188285	4.395897	-0.013305	-0.012376	2.354408	1.060243	-0.000581	-0.001179	-0.016274	0.839974	1.165147	-0.003956	3.360369	-0.010074	1.507839	0.353732	0.983022	0.387384	-0.015002	5.432195	4.667684	-0.00269	-0.015912	-0.003032	-0.004311	-0.039962	-0.010439	2.9771	-0.016664	1.868547	-0.00391	-0.017906	-0.006805	-0.009654	3.034825	3.460278	-0.025844	2.441987	3.596581	1.910125	0.460981	1.158724	1.024547	0.354091	-0.000755	0.307102	-0.043882	0.684315	-0.008263	6.184306	0.310307	-0.014763	-0.02341	2.981197	-0.020162	-0.021853	-0.010515	-0.002169	6.679482	2.558579	-0.028004	-0.013379	-0.022759	6.030803	-0.016001	-0.003599	-0.016971	-0.010495	0.004656	0.253321	-0.017858	1.680746	1.184932	2.32231	-0.003834	-0.005928	3.908158	-0.031722	-0.016414	-0.021125	-0.029645	-0.005127	IL	136
5OPT_E:197-204_225-228	-0.015029	-0.030093	-0.008605	4.004456	0.809565	-0.018184	-0.022139	-0.011562	1.002989	2.011222	0.866575	0.957564	-0.00979	-0.010429	-0.008585	-0.020519	0.859451	-0.015277	1.724053	-0.013732	-0.020245	1.351859	-0.025794	-0.008536	-0.017227	-0.023935	0.648592	2.616406	1.464482	-0.008013	1.23269	-0.020079	-0.004712	-0.024654	0.232712	-0.003244	0.748929	2.937254	-0.008039	3.027154	-0.031436	-0.020178	2.327698	-0.000704	0.258936	-0.020943	-0.009231	0.204212	0.800586	0.512666	-0.007633	-0.002042	-0.010604	-0.027137	-0.013978	1.370059	0.913565	-0.028637	-0.000226	0.524441	0.948793	-0.019292	-0.022702	-0.014902	-0.005088	-0.021133	0.302456	0.932801	-0.006402	2.349788	-0.005169	1.502573	-0.002262	-0.005686	1.68405	-0.029687	1.019439	0.662138	-0.004887	0.779435	-0.01374	-0.002297	2.611071	-0.004846	-0.011358	-0.000211	0.27962	-0.005507	-0.003	-0.013554	1.741257	-0.009553	1.408964	-0.020918	0.147098	-0.007171	-0.001837	-0.015622	0.0595	-0.001111	0.945868	2.336637	0.244134	2.514126	-0.004061	-0.006804	2.144936	-0.014537	-0.01574	-0.016389	-0.005079	-0.010925	0.736589	1.338088	0.234928	-0.017894	-0.001051	0.858201	0.678138	0.645176	1.941073	-0.00232	-0.008281	1.437048	2.281726	0.140248	0.17824	0.524416	IL	96
6HA1_A:2871-2876_2889-2893	2.454403	4.865346	-0.003419	1.750542	2.192353	2.255487	0.603701	-0.008292	2.278357	0.55894	1.524203	1.338164	0.338512	0.282322	0.248053	1.235969	1.75529	-0.015931	0.32873	-0.010123	-0.004608	0.280956	1.814833	-0.001737	-0.006271	1.103764	1.364057	-0.001772	1.371086	-0.019854	-0.019228	2.896583	0.444681	0.665453	0.180412	-0.000862	-0.010171	-0.001999	2.289408	1.915865	-0.017009	1.291151	0.345191	-0.000202	-0.020423	1.069929	-0.013605	-0.014201	1.424416	0.451458	-0.018253	0.419758	-0.001987	2.735467	1.013353	-0.003975	1.779502	1.321796	1.14216	-0.000443	-0.011931	-0.016802	4.180596	-0.001764	3.019005	0.112453	-0.004212	2.651748	2.147492	2.952906	-0.012019	-0.009999	0.752202	-0.021221	-0.000305	-0.019583	1.607407	-0.011263	-0.001536	1.26217	1.551061	-0.011412	0.415383	-0.011396	0.8324	-0.016142	-0.007406	0.110688	-0.006985	-0.011963	-0.016569	0.440456	-0.002367	-0.018121	1.802913	-0.005432	0.641507	0.666516	-0.00289	-0.009873	1.595568	-0.010227	1.115778	-0.006011	-0.000934	1.022677	1.179771	-0.012276	2.16085	-0.000148	0.045767	0.223683	0.112494	0.881088	1.718672	0.221049	0.619766	-0.014201	-0.009845	-0.011711	0.796182	0.313884	0.991765	-0.002732	0.02517	-0.017528	1.468824	0.233694	IL	197
5J7L_AA:408-415_426-432	3.495728	2.700181	-0.000582	3.606739	1.870875	1.638803	-0.008055	0.351162	-0.041737	3.821859	0.069899	1.025567	-0.004589	-0.008512	-0.003825	-0.004456	3.5976	4.555593	-0.018049	3.260398	2.137949	1.324033	0.668785	-0.001042	-0.014942	-0.007712	1.376824	4.962632	-0.009131	3.399497	1.673453	0.769536	0.708502	-0.022767	2.535049	-0.020723	0.474165	0.387401	4.149019	4.523977	-0.026843	3.452998	2.842667	-0.012811	-0.000407	-0.019126	0.235783	0.031882	-0.001552	-0.022557	-0.006964	-0.006	0.703335	-0.013842	-0.0207	-0.013538	0.1652	-0.009614	-0.008729	-0.017483	1.144471	5.176037	-0.012992	1.07201	-0.006922	1.153831	-0.006664	1.542679	3.343323	1.793049	2.136789	-0.018645	-0.005334	-0.009306	-0.005745	-0.032184	2.503776	1.695349	1.100127	0.994998	0.872411	0.229259	-0.013419	-0.040791	1.781409	2.413952	-0.015373	-0.019813	1.79123	-0.008491	-0.018817	1.60173	-0.011855	-0.00596	-0.009206	-0.00893	-0.016429	-0.015376	0.265332	-0.008376	-0.019216	-0.001125	1.610807	-0.02271	-0.010283	-0.011822	1.35755	1.457461	-0.008797	-0.014144	0.600705	0.636241	-0.027171	0.601397	-0.002647	1.671855	1.823347	-0.023842	0.176	-0.007292	0.106335	0.601728	-0.014106	4.152909	1.762966	4.545348	-0.008625	-0.03166	IL	201
4V88_A6:745-746_801-804	-0.0281	-0.00085	-0.007781	-0.053339	-0.018224	-0.004391	3.106929	-0.010016	0.673756	-0.048181	1.698941	-0.002644	1.422246	0.318073	0.142109	-0.010378	0.503377	-0.026895	-0.042982	-0.017567	-0.003614	1.066263	0.487424	-0.013159	0.238154	-0.00064	-0.014716	-0.058818	-0.018345	-0.005123	-0.00093	-0.012298	1.141316	3.377701	-0.006477	0.239046	0.69866	-0.04432	-0.009186	-0.057684	5.377624	-0.009859	-0.088232	2.035242	4.188122	0.308037	3.268487	2.285566	-0.019138	-0.031171	2.060082	2.826204	1.588983	0.614415	0.603723	0.036298	-0.002042	0.445524	4.345069	0.972443	0.573686	0.129874	0.570719	-0.001596	-0.039354	3.3948	3.313319	2.289558	-0.033095	-0.021223	0.641365	-0.0382	-0.012081	1.090454	-0.016847	6.286374	-0.024482	-0.014594	0.455864	0.086179	-0.003423	2.576635	-0.034032	2.021053	4.557423	1.557766	-0.018826	0.320944	-0.028543	1.464814	-0.005693	1.11564	-0.024243	2.073365	-0.002637	7.656816	1.785643	-0.004953	-0.019231	4.340791	-0.025775	-0.022816	0.183516	0.210618	4.209794	4.914954	-0.046654	-0.036022	-0.001319	2.866017	2.995359	0.953293	0.869411	-0.014222	-0.000069	-0.023576	-0.013152	-0.007858	0.174855	2.298308	-0.024647	-0.000155	6.400111	-0.077642	-0.019637	-0.028416	-0.040533	-0.000988	IL	17
4Y1J_A:4-11_88-93	-0.00547	0.478466	2.308937	5.164799	0.961867	-0.01	-0.044087	2.815387	0.746831	4.654548	-0.046783	1.624422	-0.00973	-0.015779	0.939236	-0.005687	-0.013685	2.966384	5.704421	1.833312	0.952101	1.240345	0.807987	1.43489	3.291408	1.224821	1.710673	3.563515	3.405219	1.015533	-0.014613	0.74605	0.456767	-0.088964	-0.005167	2.844926	0.952044	4.111761	-0.001453	3.09112	-0.027531	-0.005485	7.576605	0.929638	-0.00556	-0.035962	-0.004497	-0.016256	2.457619	5.982854	0.729931	-0.053045	-0.013364	-0.020114	0.094874	-0.011795	0.186909	-0.010817	-0.039365	-0.027065	1.808766	-0.011659	-0.014099	1.77041	6.531051	-0.021039	-0.02412	-0.023462	0.389829	-0.035571	-0.005339	3.962813	0.00044	3.10416	2.951087	-0.078199	0.010739	-0.003103	-0.010947	1.942426	2.133904	0.613988	2.492676	-0.005748	-0.052275	-0.009837	3.59723	1.971018	2.209322	1.041201	1.449725	-0.010955	4.536347	-0.015718	1.658107	-0.064564	-0.021986	1.14818	-0.00822	-0.05525	2.125906	3.008493	-0.004284	-0.013399	-0.012622	-0.066028	4.070661	5.139477	1.058422	0.414158	-0.038553	-0.004549	1.143392	0.841679	-0.003967	3.709622	-0.016017	3.846114	0.246527	0.910961	4.892743	1.40193	-0.044795	7.346708	0.905864	-0.006709	7.448631	2.473808	IL	149
2Z75_B:80-87_102-110	0.445797	1.39521	1.807346	4.179202	2.071547	0.291338	-0.038287	2.690529	-0.011444	4.110383	-0.008428	-0.003714	-0.003375	-0.012741	-0.002591	2.381549	3.384768	4.114316	2.382238	3.175197	1.155189	3.447325	2.502774	0.595197	0.88922	1.025146	1.766285	2.856972	1.240161	3.461886	1.526182	2.848693	1.759126	-0.032026	-0.00396	-0.012315	0.465014	0.720359	4.136169	2.802609	-0.031338	2.71975	4.75692	-0.00877	-0.017534	-0.011875	1.066634	-0.015713	0.694546	1.199198	0.338406	-0.032389	0.196913	-0.003242	-0.006633	-0.026473	-0.003077	-0.011436	-0.020483	-0.00483	-0.000582	3.586595	-0.016906	0.722472	2.265174	-0.009349	-0.026816	0.543804	3.034516	-0.016934	2.197507	0.980713	1.224648	0.844628	0.419965	-0.057386	1.899926	-0.002339	0.538379	0.475122	0.475753	-0.003297	0.647113	-0.010391	-0.026233	1.736673	0.682069	0.581773	1.311701	0.313966	-0.01239	-0.00595	2.394903	-0.016472	1.661622	-0.041995	-0.005882	1.098782	0.0677	-0.036557	0.432495	-0.000193	1.896881	-0.03024	-0.018411	-0.029157	0.662837	0.947271	0.167159	-0.029249	-0.013645	-0.007025	-0.001651	-0.004597	1.090016	1.637101	0.443975	-0.01316	0.909608	-0.012367	1.0956	1.134696	-0.031086	5.107115	2.26196	4.730227	2.670593	-0.018423	IL	343
6GAW_BA:394-398_411-415	0.103996	-0.01381	-0.005092	-0.018842	-0.010304	1.37722	-0.012298	-0.006935	-0.031023	-0.015405	-0.00379	0.486601	1.5313	1.274945	3.957398	-0.005036	-0.026481	0.126176	-0.000584	-0.001741	1.397365	-0.014435	-0.055246	0.605051	1.347747	-0.001344	0.978009	-0.034643	-0.016448	1.110833	-0.015313	-0.03145	0.611613	0.030967	1.979487	0.768977	0.787179	-0.019392	-0.003611	-0.048869	4.407032	-0.00553	-0.025638	4.133894	6.085299	-0.023971	2.256557	3.485864	-0.005187	0.000407	3.895856	-0.004051	-0.006143	-0.018028	-0.020881	-0.008534	1.549397	-0.025329	1.953288	-0.019325	1.477543	2.547527	-0.033602	1.955167	-0.005907	3.758609	3.388866	-0.01927	-0.005047	-0.022313	-0.003654	-0.008935	-0.012055	3.285025	-0.013686	1.119152	-0.004753	-0.022141	0.529771	-0.007961	2.810344	4.334475	-0.016592	4.393319	1.549792	1.022422	2.338449	1.711498	1.071939	1.23471	1.13123	0.494814	-0.02711	1.644055	-0.026443	4.34135	2.626476	-0.01588	-0.032652	0.468769	-0.014881	-0.014231	0.326193	0.042274	6.3302	0.2153	-0.015106	-0.007957	-0.023061	3.778473	-0.023621	1.372595	-0.021096	-0.006836	-0.008816	-0.00075	-0.013325	3.123743	0.99471	2.293976	-0.003175	1.283524	3.96708	-0.008173	-0.013356	-0.014446	-0.007191	0.210152	IL	344
4R4V_A:19-23_37-40	-0.01585	0.153628	1.709846	-0.049023	-0.008239	1.059112	2.90969	-0.015004	2.357785	-0.031069	-0.003409	-0.005452	-0.013718	1.7604	-0.004006	0.224414	-0.006544	-0.026623	-0.027706	-0.009596	-0.004913	-0.024368	1.422102	-0.008301	-0.009323	1.320819	0.737402	-0.040578	-0.01671	1.371528	1.683348	2.161649	-0.004198	3.403925	0.078772	-0.020735	-0.008779	-0.018595	-0.007815	-0.024725	2.872701	0.659049	-0.059511	1.607376	-0.005396	3.738501	2.515567	-0.007756	-0.018363	-0.022689	-0.011616	1.235155	2.676969	0.014992	1.798271	0.598647	-0.015656	3.604665	-0.011383	-0.007449	-0.00319	-0.014841	-0.017681	0.768851	-0.036033	-0.006854	-0.006209	-0.005021	-0.019547	-0.018934	1.069381	-0.002162	0.185781	-0.02536	-0.003857	5.62636	-0.018976	-0.00818	0.673406	2.265008	-0.018181	-0.016933	-0.014132	0.913293	-0.00646	-0.019152	-0.017896	-0.023171	-0.043087	2.122815	-0.000764	1.06807	-0.003597	1.945035	-0.007824	1.418343	1.192989	1.024945	0.382267	2.988763	-0.012111	0.031532	2.151291	-0.003646	-0.011909	1.348102	-0.038747	-0.012647	-0.010787	-0.022383	2.142059	1.261338	1.446494	-0.00383	0.603759	-0.012111	-0.006593	-0.021194	-0.005984	-0.005915	-0.028119	-0.015079	2.603516	-0.050614	-0.017916	-0.033667	-0.019994	0.343425	IL	200
4V5O_BA:199-200_255-258	-0.015747	0.444834	1.095387	-0.040066	-0.023549	0.313129	2.09828	0.722545	-0.009683	-0.031125	-0.003455	-0.003722	0.424944	-0.011723	0.158105	-0.003106	-0.016352	-0.010389	-0.030397	-0.015448	1.208471	0.412704	-0.003065	0.131985	0.528841	0.463042	-0.004994	-0.043903	-0.030093	-0.001032	-0.006392	-0.004251	0.974795	2.752562	-0.009101	-0.005211	0.36028	-0.046103	-0.011934	-0.041789	5.281942	0.577507	-0.055684	2.098882	3.961663	0.160583	2.20956	1.986327	-0.018841	-0.023013	3.448984	0.1008	1.23454	0.18685	-0.000963	-0.003317	-0.007376	-0.002359	2.450904	-0.005787	-0.005674	1.084121	-0.011131	1.788694	-0.016805	1.715249	1.808791	0.675758	-0.013869	-0.026381	1.114502	-0.04731	-0.021388	1.090933	-0.024055	4.786034	-0.009402	-0.012759	-0.00288	0.569809	0.18422	1.285549	-0.023458	2.89613	1.162022	1.264329	-0.011614	0.775581	-0.011477	1.313244	-0.001812	2.135978	-0.021709	3.13633	-0.004553	3.690159	0.561632	-0.00691	-0.010617	3.238689	-0.018816	-0.022229	-0.008648	-0.018673	2.746255	2.235895	-0.033847	-0.013228	-0.02114	2.295075	0.055629	3.196206	-0.008477	-0.022931	-0.002839	-0.008155	-0.017117	0.796021	-0.007735	1.092633	-0.013714	0.139319	3.899917	-0.047955	-0.022303	-0.01053	-0.025366	-0.011774	IL	185
3NMU_E:13-16_23-29	-0.007838	-0.004308	-0.001972	3.868934	-0.006648	-0.002165	-0.004795	0.215415	2.035053	-0.009901	0.52159	2.38583	-0.008043	-0.009478	-0.010787	-0.010438	-0.004438	-0.009572	1.796598	-0.003124	-0.017027	-0.001932	-0.020555	-0.004756	-0.00153	-0.000736	-0.001822	2.299348	2.890038	-0.016716	-0.010331	-0.00207	-0.006233	-0.013732	-0.016254	0.421612	0.185155	1.511327	-0.007991	3.296224	-0.028975	-0.008133	1.715119	-0.00817	-0.016925	0.111898	-0.014598	-0.017767	1.804682	1.839444	-0.013551	1.213283	-0.011703	-0.003534	0.84735	0.952311	-0.000102	-0.00376	-0.004969	0.183342	-0.000311	-0.018694	1.599448	-0.010039	1.593734	-0.012158	-0.007542	0.55689	-0.000889	1.457003	-0.000779	1.936331	1.054602	-0.00339	1.510711	-0.017279	1.138663	1.264079	-0.007973	2.076793	-0.016448	-0.004137	2.616183	-0.009865	0.040133	-0.014223	0.869011	0.703114	0.924585	-0.002741	2.376229	-0.006682	2.544757	-0.008668	-0.002264	-0.020683	-0.000794	-0.002632	0.450874	-0.018735	1.844536	3.102715	-0.014896	0.656448	-0.009669	-0.010751	3.963809	-0.000746	1.228036	-0.009812	-0.006104	-0.008016	-0.005101	1.491848	-0.005193	0.446342	-0.005566	2.027179	-0.008289	-0.012807	2.232716	0.484816	-0.005559	0.519485	0.435778	-0.006361	1.968379	1.66096	IL	325
